Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.655655,-60.71061""]";Parquimetro en M.Zaspe y San Jeronimo;-31.655655;-60.71061
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.656002,-60.708046""]";Parquimetro en M.Zaspe y 25 de Mayo;-31.656002;-60.708046
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.656404,-60.71355""]";Parquimetro en Gral.Lopez y 1 de Mayo;-31.656404;-60.71355
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.65661,-60.712273""]";Parquimetro en Gral.Lopez y 9 de Julio;-31.65661;-60.712273
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.656834,-60.710943""]";Parquimetro en Gral.Lopez y San Jeronimo;-31.656834;-60.710943
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.65703,-60.70965""]";Parquimetro en Gral.Lopez y San Martin;-31.65703;-60.70965
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.657171,-60.708368""]";Parquimetro en Gral.Lopez y 25 de Mayo;-31.657171;-60.708368
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.657427,-60.713862""]";Parquimetro en 3 de Febrero y 1 de Mayo;-31.657427;-60.713862
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.65761,-60.712563""]";Parquimetro en 3 de Febrero y 9 de Julio�;-31.65761;-60.712563
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.657994,-60.70994""]";Parquimetro en 3 de Febrero y San Martin;-31.657994;-60.70994
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.658696,-60.712927""]";Parquimetro en Amenabar y 9 de Julio;-31.658696;-60.712927
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.658907,-60.711597""]";Parquimetro en Amenabar y San Jeronimo;-31.658907;-60.711597
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.657624,-60.709886""]";Parquimetro en San Martin 1540;-31.657624;-60.709886
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.645856,-60.701526""]";Parquimetro en Belgrano 2640;-31.645856;-60.701526
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.649902,-60.70899""]";Parquimetro en San Jeronimo y Salta;-31.649902;-60.70899
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.647628,-60.708336""]";Parquimetro en San Jeronimo y 1ra Junta;-31.647628;-60.708336
